KEY,zh-CN
adropshipmightlandhere*dontbestandingherewhenitdoes*,一艘空投艇会在此区域降落. 飞船降落时请不要在此区域停留.
adropshipisinboundtothislocation*unitshereareatriskofdestruction*,一艘空投艇正向这个位置降落. 在此区域的单位有被摧毁的风险.
adropship,一艘空投艇
adroppodmightlandhere*dontbestandingherewhenitdoes*,一个空投舱会在此区域降落. 在它降落时请不要在此区域停留.
adroppodisinboundtothislocation*unitshereareatriskofdestruction*,一个空投舱正向这个位置降落. 在此区域的单位有被摧毁的风险.
adrenaline,肾上腺素
adrar,阿德拉尔
adraconiscombinemusteredsoldiery(dcms)brigadeassignedtoprotectthecombinesfederationandperipheryborders*,一支天龙联合体召集军团(DCMS 天龙联合军)的旅被派来保证联合体与联邦边境和联合体与外围边境的安全.
adjustgameanddifficultysettingstocustomizeyourplayexperience,调整游戏和难度设置 以此定制你的游戏体验
additionalitems,另外的物品
additional20%damagereductionagainstrangedattackstothefrontandside*,额外减少20%正面和侧面受到的射击伤害。
a{team_tar*factiondef*demonym}leaderhasfallenbehindonpaymentsfortheirarmoredvehicles^andourleasingagenthasbeenunabletorepossesstheheavilyarmoredvehicles*wevedecidedthatsendingamoreexplosivemessageisthebestwaytoensurethatothersdonottakefutureliberties*,一个{TEAM_TAR.FactionDef.Demonym}领导人拖欠着购买装甲车的款项 我们的租赁代理无法取回这些重铠厚甲的车辆. 我们认定 送给他一条更为爆炸性的信息是个最佳方案 确保其他人将来不会自作主张.
a{team_emp*factiondef*demonym}familylostalargeareaoflandon{tgt_system*name}^thankstodubiouslegalmaneuveringby{team_tar*factiondef*demonym}agents*thislandincludesanimportantancestralmilitarybase*weneedthisbasetakenbackfrom{team_tar*factiondef*shortname}andhelduntilthiscanbesortedout*,感谢{TEAM_TAR.FactionDef.Demonym}代理人可疑的法律操作 一个{TEAM_EMP.FactionDef.Demonym}家族在{TGT_SYSTEM.Name}失去了大片土地. 这片土地上有一座重要的古代军事基地. 我们需要从{TEAM_TAR.FactionDef.ShortName}手中夺回这座基地 并坚守到问题解决.
a{team_emp*factiondef*demonym}dropshipwentdownonthisemptyrock^andshortlythereafterwedetectedadistresssignalfromthesurface*bythetimewearrived^thecrewhadbeentakencaptivebyaheavilyarmed{team_tar*factiondef*demonym}force*wedonthaveanin-systemmilitarypresencelargeenoughtomountahostagerescuemission^sowerelookingforacompetentmercenarycompanytodoit*weneedyoutoreachthefacilitywherethecrewisbeingheld^destroythe{team_tar*factiondef*demonym}unitsguardingthem^andescortthemtosafety*,一艘{TEAM_EMP.FactionDef.Demonym}空投艇坠毁在了这颗空荡荡的岩质星球上 之后不久我们就侦测到了地面发出的求救信号. 在我们抵达前 船员就被全副武装的{TEAM_TAR.FactionDef.Demonym}军队俘虏了. 我们在这个星系没有足够的军事存在来进行人质营救任务 所以我们寻求你这种能干的佣兵公司来处理. 我们需要你前往关押船员的设施 摧毁看守他们的{TEAM_TAR.FactionDef.Demonym}单位 然后护送他们到达安全地带.
a{team_emp*factiondef*demonym}convoywasambushedandlootedforexpensiveindustrialmaterials^andtheperpetrators^{team_tar*factiondef*name}^aremovingthestolengoodstoasecurelocation*wedlikeyoutostriketheconvoyanddestroyit;oursalvageteamswillthenretrieveourgoodsfromthewreckage*,一支{TEAM_EMP.FactionDef.Demonym}车队被伏击了 贵重的工业材料被劫走 而且这群罪犯 {TEAM_TAR.FactionDef.Name}人 正在将这些偷走的物资运往一个安全的位置. 我希望你们袭击并摧毁他们的车队; 之后我们的回收队会从残骸中回收我们的货物.
a:morale-1,A: 士气 -1
90seconds,90 秒
-90mminimumrange,- 90米 最小射程 
-6heat/turn,- 6 热量/ 回合
6evasivecharges:+{0}difficultytohitthisunitwithrangedattacks*,6闪避值加成: 远程攻击命中该单位的难度 +{0}.
60seconds,60 秒
30seconds,30 秒
-30dfaselfdmg*,- 30 死神天降自伤.
-30%stb*dmg*taken,- 30% 受到的失衡伤害
-2tons,- 2 吨
-2recoilpenalty,后坐惩罚 -2
-2indirectfirepenalty,间瞄射击惩罚 -2
-2heat,- 2 热量
2evasivecharges:+{0}difficultytohitthisunitwithrangedattacks*,2闪避值加成: 远程攻击命中该单位的难度 +{0}.
-20dfaselfdmg*,- 20 死神天降自伤.
-20%weaponheat, - 20% 武器热量
-20%stb*dmg*taken,- 20% 受到的失衡伤害
20%damagereductionagainstrangedattackstothefrontandside*newlinestackswithguarded*,减少20%来自正面和侧面的射击伤害.\n可以和"戒备"效果叠加.
20%damagereductionagainstrangedattackstothefrontandside*newlinestackswithcover*newlineguardediscounteredbyanymeleeattack^andignoredbybreachingshot*,减少20%来自正面和侧面的射击伤害.\n可以和"掩护"效果叠加.\n"戒备"状态被肉搏攻击克制 也能被"突破一击"技能所无视.
-1ton,- 1 吨
-1slot,- 1 空位
-1recoilpenalty,后坐惩罚 -1
-1initiative,主动权 -1
-1indirectfirepenalty,间瞄射击惩罚 -1
-1heat,- 1 热量
1evasivecharge:+{0}difficultytohitthisunitwithrangedattacks*,1闪避值加成: 远程攻击命中该单位的难度 +{0}.
-1evasion,闪避 -1
-15%weaponheat, - 15% 武器热量
-10dfaselfdmg*,- 10 死神天降自伤.
-10%weaponheat, - 10% 武器热量
-10%stb*dmg*taken,- 10% 受到的失衡伤害
+70meleedmg*,+ 70 肉搏伤害.
+7*5%baseweaponhit,+ 7.5% 基础射击命中
+7*5%basemeleehit,+ 7.5% 基础肉搏命中
+60meleestb*dmg*,+ 60 肉搏失衡伤害.
+60meleedmg*,+ 60 肉搏伤害.
+5overheatthreshold,+ 5 过热阈值
+5meleedmg*,+ 5 肉搏伤害.
+5dmg*(h),+ 5 伤害.(热量)
+5dmg*,+ 5 伤害.
+5dfadmg*,+ 5 死神天降伤害.
+50mviewdist*,+ 50米 目视距离.
+50meleestb*dmg*,+ 50 肉搏失衡伤害.
+50%crit*,+ 50% 致命一击.
+5%crit*,+ 5% 暴击.
+5%baseweaponhit,+ 5% 基础射击命中
+5%basemeleehit,+ 5% 基础肉搏命中
+4dmg*,+ 4 伤害.
+4acc*,+ 4 精度.
+40meleestb*dmg*,+ 40 肉搏失衡伤害.
+40meleedmg*,+ 40 肉搏伤害.
+3resolvegain,每回合 + 3 决心
+4moralegain,+ 4 获得士气值
+3meleehit,+ 3 肉搏命中
+3injuryresist,+ 3 创伤抗性
+3hitdefense,+ 3 命中回避
+3health,+ 3 生命
+3acc*(missile),+ 3 精度. (导弹武器)
+3acc*(energy),+ 3 精度. (能量武器)
+3acc*(ballistic),+ 3 精度. (弹道武器)
+3acc*,+ 3 精度.
+30stb*dmg*,+ 30 失衡伤害.
+30overheatthreshold,+ 30 过热阈值
+30meleestb*dmg*,+ 30 肉搏失衡伤害.
+30maxheat,+ 30 最大热量
+2unsteadythreshold,+ 2 失衡阈值
+2stb*dmg*,+ 2 失衡伤害.
+2resolvegain,每回合 + 2 决心
+2meleehit,+ 2 肉搏命中
+2maxevasion,最大闪避值+2
+2injuryresist,+ 2 创伤抗性
+2initiativeforthisunit,该单位主动权 + 2
+2hitdefense,+ 2 命中回避
+2health,+ 2 生命
+2dmg*,+ 2 伤害.
+2acc*(energy),+ 2 精度. (能量武器)
+2acc*(ballistic),+ 2 精度. (弹道武器)
+2acc*,+ 2 精度.
+25mviewdist*,+ 25米 目视距离.
+25%crit*,+ 25% 致命一击.
+25%baseweaponhit,+ 25% 基础射击命中
+25%basemeleehit,+ 25% 基础肉搏命中
+22*5%baseweaponhit,+ 22.5% 基础射击命中
+22*5%basemeleehit,+ 22.5% 基础肉搏命中
+20stb*dmg*,+ 20 失衡伤害.
+20meleestb*dmg*,+ 20 肉搏失衡伤害.
+20meleedmg*,+ 20 肉搏伤害.
+20maxheat,+ 20 最大热量
+20dmg*,+ 20 伤害.
+20%maxsprint,+ 20% 最大冲刺距离
+20%baseweaponhit,+ 20% 基础射击命中
+20%basemeleehit,+ 20% 基础肉搏命中
+2*5%baseweaponhit,+ 2.5% 基础射击命中
+2*5%basemeleehit,+ 2.5% 基础肉搏命中
+1unsteadythreshold,+ 1 失衡阈值
+1tobaseinitiative,基础主动权 +1
+1stb*dmg*,+ 1 失衡伤害.
+1resolvegain,每回合 + 1 决心
+1meleehit,+ 1 肉搏命中
+1maxevasion,最大闪避值+1
+1injuryresist,+ 1 创伤抗性
+1initiativeforalllanceunits,小队所有单位主动权 +1
+1initiative,主动权 +1
+1hitdefense,+ 1 命中回避
+1health,+ 1 生命
+1dmg*,+ 1 伤害.
+1acc*(missile),+ 1 精度. (导弹武器)
+1acc*(energy),+ 1 精度. (能量武器)
+1acc*(ballistic),+ 1 精度. (弹道武器)
+1acc*,+ 1 精度.
+12*5%baseweaponhit,+ 12.5% 基础射击命中
+17*5%baseweaponhit,+ 17.5% 基础射击命中
+17*5%basemeleehit,+ 17.5% 基础肉搏命中
+15stb*dmg*,+ 15 失衡伤害.
+15overheatthreshold,+ 15 过热阈值
+15meleedmg*,+ 15 肉搏伤害.
+15dfadmg*,+ 15 死神天降伤害.
+15%baseweaponhit,+ 15% 基础射击命中
+15%basemeleehit,+ 15% 基础肉搏命中
+120mviewdist*,+ 120米 目视距离.
+12*5%basemeleehit,+ 12.5% 基础肉搏命中
+10stb*dmg*,+ 10 失衡伤害.
+10overheatthreshold,+ 10 过热阈值
+10meleestb*dmg*,+ 10 肉搏失衡伤害.
+10meleedmg*,+ 10 肉搏伤害.
+10maxheat,+ 10 最大热量
+10dmg*,+ 10 伤害.
+10dfadmg*,+ 10 死神天降伤害.
+100mviewdist*,+ 100米 目视距离.
+100%signature,+100% 识别特征
+10%maxsprint,+ 10% 最大冲刺距离
+10%baseweaponhit,+ 10% 基础射击命中
+10%basemeleehit,+ 10% 基础肉搏命中
{tgt_mw*callsign}movestothemechbay,{TGT_MW.Callsign}去了机甲库
{team_emp*factiondef*name}isntgoingtobehappy^commander*comebackandwellgooverwhathappened*,{TEAM_EMP.FactionDef.Name}不会高兴的 指挥官. 回来吧 我们来复盘一下发生的事情.
{tgt_mw*callsign}endsitbeforeitstarts,{TGT_MW.Callsign}未雨绸缪
{tgt_mw*callsign}backsoff,{TGT_MW.Callsign}退开了
{commander*callsign}^ineedyoutoengagetheenemy^locatetheirdropshipcontrolcenter^anddestroyit*withoutgroundsupport^theirshipswontbeabletonavigatethedebrisfield*thedirectoratestroopsonthesurfacewillbecutoff^andourcombinedforceswillsweepthemaway*,{COMMANDER.Callsign} 我需要你和敌军交战 找到他们的空投艇管制中心 并摧毁它. 没有了地面支持 他们的船就无法飞过废墟带. 理事会在地面的部队将被切断 我们的联军会肃清他们.
{commander*callsign}^allowmetointroducekameaarano^thesoon-to-behighladyoftheaurigancoalition*isladyvictoriaonthischannel?,{COMMANDER.Callsign} 容我介绍卡梅娅·阿拉诺 不久之后奥里根同盟的最高领主. 维多利亚女士在这个频道上吗?
allright^commanderyouwin*igiveup*ididntgetwhereiamtodaybynotknowingwhentobreakoffafight*,好吧 指挥官\u2026 你赢了. 我放弃了. 要是我不知道该何时停止战斗 那我就不会是今天的我了.
allright^commander^wevebeentaskedwithdefendingthisinstallation*,好了 指挥官 我们的任务是守卫这个装置.
allright^commander^ourgoalistotrackdowntheconvoy***,好的 指挥官 我们的目标是追踪车队...
allright^comeonhome*illfigureoutwhattotellouremployer*,好吧 回来吧. 我会想想怎么跟雇主报告.
allright^{commander*callsign}*itrainedyouforthis*wellfightsidebyside^watcheachothersbacks*aboveallelse^wewillkeepladyaranosafe*protectthedropshipitsallthatmatters*,好了 {COMMANDER.Callsign}. 我训练你就是为了这天. 我们要并肩战斗 互相留意背后. 最重要的是 我们要<i>保证</i>阿拉诺大人<i>的安全</i>. 保护空投艇\u2014这是最重要的.
{0}{1}[additionalobject:{2}]hasaninvalidscope*,{0}{1}[附加物件: {2}]范围无效.
{0}{1}{2}component-{3},{0}{1} {2}部件 - {3}
{0}{1}{2}reputation,• {0}{1} {2}声望
-35%stb*dmg*taken,- 35% 受到的失衡伤害
-3heat/turn,- 3 热量 / 回合
-3indirectfirepenalty,间瞄射击惩罚 -3
-45mminimumrange,- 45米 最小射程 
45seconds,45 秒
anenemytransporthasescaped*,一辆敌方运输车已经逃走.
tointercepttheconvoywellneedtoidentifytheirroute*,为了拦截车队 我们需要确定他们的路线.
tortugacommoner,托尔图加平民
tortugacommonerorigin,托尔图加平民出身
ablackmarketinvitation,一封黑市邀请函
abodyofwaterthatisfrozensolid*,一片冻实的水体.
accepttheinvitation*,接受邀请.
ams,反导系统
amsammo,反导系统弹药
anadequateshowing^commander{commander*lastname}*formercenaries^yourpeopleshowedremarkablediscipline*,合格的表现 指挥官{COMMANDER.LastName}. 对佣兵来说 你的部队展现了可圈可点的训练.
anagilepilotwithatalentforavoidingincomingfire*hefavorsshortrangemechs^nimblysidesteppingattackswhileadvancingtowardstheenemysflank*newlinenewlinepreferredbattlemechs:kintarokto-18^quickdrawqkd-4g^victorvtr-9b/9s/b>,一名机敏的驾驶员 有着回避来袭炮火的天赋. 他偏好近程机甲 能在闪避敌人攻击的同时 向敌人侧翼推进.\n\n<u>首选战斗机甲</u>: <b>"金太郎"KTO-18</b> <b>"快枪"QKD-4G</b> <b>"胜利者"VTR-9B/9S/b>
anagrarianprovinceknownforitscrystal-clearwater^fertilesoil^andrelativeisolation*theivorycrescentprovinceservesashometomanyofyurisspoliticalandsocialelites^whoviewtheprovinceasanoasisofstabilityandpeaceonanotherwiseviolentworld*,象牙新月省是一个以水晶般清澈的水源 肥沃的土壤和相对封闭而闻名的农业省份. 它是许多尤里斯政治和社会精英的家园 他们认为该省是一片暴力横行的星球中一个稳定与和平的绿洲.
anallyof{team_tar*factiondef*name}herein{tgt_system*name}standsaccusedofalonglistofillegal^unethicalanddeplorableactivities*proofofherguiltwasbeingtransportedtoaspaceport^forsafe-keepingoff-planet^whenitwasattackedbyunidentifiedmercenaryforces*theconvoynarrowlyescapedandweneedyoutoprotectitwhilewearrangeforadropshippickup*,在{TGT_SYSTEM.name}这里的一位{TEAM_TAR.FactionDef.Name}盟友被指控了长长的一列非法 不道德及令人愤慨的活动. 在她的犯罪证据被运往太空港 以便安全地离开星球时 被身份不明的雇佣军袭击了. 车队勉强摆脱了敌人 我们将派遣一艘空投艇接应 我们需要你在此期间保护它.
andarmaxisnotasingleplanet^butratheragasgiantwithalargenumberofmoons^invaryingstatesofterraforming*theseatofgovernmentandthecomstartemplearelocatedonheinlein^thesmallestofthemoons*,安达马克斯不是一个单一的行星 而是一个拥有大量卫星的气态巨星 这些卫星都处于不同状态的地球化改造中. 政府所在地和通讯之星神殿位于最小的卫星海因莱因.
andlordkarosaswillbegrateful*nottoputtoofineapointonit^butwedoneedhishelp*,卡罗萨斯大人会感激的. 我不是夸张 可我们<i>确实</i>需要他的帮助.
andwehaveyoutothankforit!longlivehousedecimis^andlonglivethearanorestoration!,我们为此感谢你们! 德希米斯家族万岁 阿拉诺光复运动万岁!
andweregonnahavetokeepyouthatway*dontgettoocomfortabledownthere^commanderivegottwounidentifieddropshipsonanapproachtrajectory*theyllbetouchingdownwithinthenextfewminutes*,我们得让你继续保持那样. 别觉得下面太舒适了 指挥官\u2026我发现两艘不明身份的空投艇 其轨迹正在接近. 它们将在接下来的几分钟内降落.
anearlylifelessworldreminiscentofprimordialterra^spitzisprimarilyofinteresttoexogeologistswhostudytheearlydaysoffuturelife-bearingplanets*,施皮茨是一个几乎没有生命的星球 让人回忆起原始地球. 关注施皮茨的人主要是研究未来宜居行星的早期阶段的地外地质学家. 
anelectronicdevicecapableofhackingkeycodesandbreakingsoftwareencryption*advancedelectroniccodebreakersarerareandheavilyrestricteditems;theyaregenerallyfoundonlyinthepossessionofthemostsophisticatedinnersphereintelligenceagencies*,这是一种能够入侵关键代码 破解软件加密的电子设备. 高级电子译码器是稀有且受严格管控的物品; 它们通常只掌握在内天体最尖端的情报机构手里.
{0}:exceedsthechassismaxtonnage,{0}: 超过机体最大吨位
{0}{1}weightof0willneveroccur,{0}{1}重量不可为0
{0}isreadyforrefit,{0}准备接受改造了
-{res_value*tostring}permanentchangeto[[dm*simgamestatdescdefs[simgamestatdesc_mechtechskill]^techpoints,[[DM.SimGameStatDescDefs[SimGameStatDesc_MechTechSkill] 技师点数]]永久-{RES_VALUE.ToString}
{scn_mw*callsign}ralliestothechallenge,{SCN_MW.Callsign}聚集在了挑战
+{0}heat,+{0}热量
4evasivecharges:+{0}difficultytohitthisunitwithrangedattacks*,4闪避值加成: 远程攻击命中该单位的难度 +{0}.
50%stabilitydamagereductionfromallattacks*,减少50%所有攻击带来的失衡伤害.
5evasivecharges:+{0}difficultytohitthisunitwithrangedattacks*,5闪避值加成: 远程攻击命中该单位的难度 +{0}.
a,A
a:noeffect^safetyspeech,A: 毫无效果，没有威胁的言论
a:offtheship,A: 下船
a:strangelyquiet,A: 出奇地安静
a:thanks^commander,A: 谢谢，指挥官
a:yangisonit,A: 杨在做了
abandonedfactory,废弃工厂
ac/10,AC/10自动炮
ac/10+,AC/10 + 自动炮
ac/10++,AC/10 + + 自动炮
ac/10+++,AC/10 + + + 自动炮
ac/10ammo,AC/10弹药
ac/2,AC/2自动炮
ac/2+,AC/2 + 自动炮
ac/2++,AC/2 + + 自动炮
ac/2+++,AC/2 + + + 自动炮
ac/20,AC/20自动炮
ac/20+,AC/20 + 自动炮
ac/20++,AC/20 + + 自动炮
ac/20+++,AC/20 + + + 自动炮 
ac/20ammo,AC/20弹药
ac/2ammo,AC/2弹药
ac/5,AC/5自动炮
ac/5+,AC/5 + 自动炮
ac/5++,AC/5 + + 自动炮
ac/5+++,AC/5 + + + 自动炮
ac/5ammo,AC/5弹药
anadaptablepilot^capableofadaptablesupporttochangingbattlefieldsituations*whenreservingheractionshecanbeadeadlyambusher^strikingandfadingawaybeforeenemieshaveachancetoreact*newlinenewlinepreferredbattlemechs:any,一名适应力强的驾驶员 能够适应支援不断变化的战场情况. 当她保留行动时 能成为一个致命的伏击者 能够在敌人做出反应之前开火并消失.\n\n<u>首选战斗机甲</u>: 任何
anadaptablepilot^capableofflexibleresponsestochangingbattlefieldsituations*whenreservingheractionshecanbeadeadlyambusher^strikingandfadingawaybeforeenemieshaveachancetoreact*newlinenewlinepreferredbattlemechs:any,一名适应力强的驾驶员 能够灵活响应不断变化的战场情况. 当她保留行动时 能成为一个致命的伏击者 能够在敌人做出反应之前开火并消失.\n\n<u>首选战斗机甲</u>: 任何
